"variant_key","variant_id","product_id","product_name","sku","selling_price","image_order","image_url"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-arriere-2025.jpg/81276000000954059"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-finition-composite-2025.jpg/81276000000954043"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-jonction-panneaux-2025.jpg/81276000000954027"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-contextuelle-2025.jpg/81276000000954139"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","10","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-plan-dimensions-2025.png/81276000000954011"
"variant::81276000000912114","81276000000912114","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-BRUN-ALU-BL","6421,8","11","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-avant-2025.jpg/81276000000954123"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-2025.jpg/81276000000954107"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-cote-droit-2025.jpg/81276000000954091"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-arriere-droit-2025.jpg/81276000000954075"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-arriere-2025.jpg/81276000000954059"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-finition-composite-2025.jpg/81276000000954043"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-jonction-panneaux-2025.jpg/81276000000954027"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-contextuelle-2025.jpg/81276000000954139"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-plan-dimensions-2025.png/81276000000954011"
"variant::81276000000912129","81276000000912129","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-ANTH","6421,8","10","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-avant-2025.jpg/81276000000954123"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-2025.jpg/81276000000954107"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-cote-droit-2025.jpg/81276000000954091"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-arriere-droit-2025.jpg/81276000000954075"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-arriere-2025.jpg/81276000000954059"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-finition-composite-2025.jpg/81276000000954043"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-jonction-panneaux-2025.jpg/81276000000954027"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-contextuelle-2025.jpg/81276000000954139"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-plan-dimensions-2025.png/81276000000954011"
"variant::81276000000912144","81276000000912144","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GPH-ALU-BL","6421,8","10","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-gris-pale-alu-blanc-vue-avant-2025.jpg/81276000000954181"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-avant-2025.jpg/81276000000954123"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-2025.jpg/81276000000954107"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-cote-droit-2025.jpg/81276000000954091"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-arriere-droit-2025.jpg/81276000000954075"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-arriere-2025.jpg/81276000000954059"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-finition-composite-2025.jpg/81276000000954043"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-jonction-panneaux-2025.jpg/81276000000954027"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-contextuelle-2025.jpg/81276000000954139"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","10","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-plan-dimensions-2025.png/81276000000954011"
"variant::81276000000912159","81276000000912159","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-ANTH","6421,8","11","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-gris-pale-alu-blanc-vue-avant-2025.jpg/81276000000954181"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-avant-2025.jpg/81276000000954123"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-2025.jpg/81276000000954107"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-cote-droit-2025.jpg/81276000000954091"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-arriere-droit-2025.jpg/81276000000954075"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-arriere-2025.jpg/81276000000954059"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-finition-composite-2025.jpg/81276000000954043"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-detail-jonction-panneaux-2025.jpg/81276000000954027"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-graphite-vue-angle-avant-droit-contextuelle-2025.jpg/81276000000954139"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","10","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2822-8x8-plan-dimensions-2025.png/81276000000954011"
"variant::81276000000912174","81276000000912174","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-8x8-GRISP-ALU-BL","6421,8","11","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-avant-2025.jpg/81276000000936823"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-droit-2025.jpg/81276000000936825"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-arriere-2025.jpg/81276000000936821"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-gauche-2025.jpg/81276000000936827"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-detail-gouttiere-2025.jpg/81276000000936807"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-gris-pale-alu-blanc-vue-angle-avant-gauche-cont....jpg/81276000000929355"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-horizon-d2833-12x11-plan-dimensions-2025.png/81276000000936481"
"variant::81276000000921105","81276000000921105","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-ANTH","7950,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-avant-2025.jpg/81276000000936823"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-droit-2025.jpg/81276000000936825"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-arriere-2025.jpg/81276000000936821"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-gauche-2025.jpg/81276000000936827"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-detail-gouttiere-2025.jpg/81276000000936807"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-gris-pale-alu-blanc-vue-angle-avant-gauche-cont....jpg/81276000000929355"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-horizon-d2833-12x11-plan-dimensions-2025.png/81276000000936481"
"variant::81276000000921107","81276000000921107","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-BRUN-ALU-BL","7950,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-graphite-vue-avant-2025.jpg/81276000000929307"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-avant-2025.jpg/81276000000936823"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-droit-2025.jpg/81276000000936825"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-arriere-2025.jpg/81276000000936821"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","5","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-gauche-2025.jpg/81276000000936827"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","6","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-detail-gouttiere-2025.jpg/81276000000936807"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","7","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-gris-pale-alu-blanc-vue-angle-avant-gauche-cont....jpg/81276000000929355"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","8","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-horizon-d2833-12x11-plan-dimensions-2025.png/81276000000936481"
"variant::81276000000921109","81276000000921109","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-ANTH","7950,8","9","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-choix-couleur-3.png/81276000000929279"
"variant::81276000000921111","81276000000921111","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-BL","7950,8","1","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-graphite-vue-avant-2025.jpg/81276000000929307"
"variant::81276000000921111","81276000000921111","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-BL","7950,8","2","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-avant-2025.jpg/81276000000936823"
"variant::81276000000921111","81276000000921111","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-BL","7950,8","3","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-cote-droit-2025.jpg/81276000000936825"
"variant::81276000000921111","81276000000921111","81276000000921117","Cabanon composite SML Urban","CAB-URBAN-12x11-GPH-ALU-BL","7950,8","4","https://boutique.materiauxsml.com/product-images/cabanon-composite-wpc-urban-d2833-12x11-brun-vue-arriere-2025.jpg/81276000000936821"
